% Model:              hppc_creat.mph
% Version:            COMSOL 6.0.0.318
% Date:               Nov 13 2023, 11:17
% Table:              表格 3 - 全局计算 2
% SOC                    Time (s)                 comp1.pw1(t)*I_1C (A)    Ecell (V)
0.8                      8.4                      27.1                     4.025517900893086
0.8                      8.5                      27.1                     4.02538226086525
0.8                      8.6                      27.1                     4.02524778681435
0.8                      8.700000000000001        27.1                     4.025114459638487
0.8                      8.8                      27.1                     4.024982260762121
0.8                      8.9                      27.1                     4.024851172078887
0.8                      9                        27.1                     4.024721175984174
0.8                      9.1                      27.1                     4.024592255340272
0.8                      9.200000000000001        27.1                     4.024464393432561
0.8                      9.3                      27.1                     4.024337573967713
0.8                      9.4                      27.1                     4.024211781049782
0.8                      9.5                      27.1                     4.024086999171601
0.8                      9.600000000000001        27.1                     4.0239632132063425
0.8                      9.700000000000001        27.1                     4.023840408376859
0.8                      9.8                      27.1                     4.023718570226148
0.8                      9.9                      27.1                     4.023597684647566
0.8                      10                       13.55                    4.04081443900242
0.8                      10.100000000000001       0                        4.060565017707568
0.8                      10.200000000000001       0                        4.0612751673710985
0.8                      10.3                     0                        4.0617432626572105
0.8                      10.4                     0                        4.0621209141931836
0.8                      10.5                     0                        4.062442192711867
0.8                      10.600000000000001       0                        4.062725093584073
0.8                      10.700000000000001       0                        4.062980035109969
0.8                      10.8                     0                        4.063213555141322
0.8                      10.9                     0                        4.063430035700664
0.8                      11                       0                        4.063636665160941
0.8                      11.100000000000001       0                        4.0638317658377066
0.8                      11.200000000000001       0                        4.06401611089031
0.8                      11.3                     0                        4.064190996344753
0.8                      11.4                     0                        4.064357656184149
0.8                      11.5                     0                        4.064517128772344
0.8                      11.600000000000001       0                        4.064670259766347
0.8                      11.700000000000001       0                        4.064817736671837
0.8                      11.8                     0                        4.064960123706147
0.8                      11.9                     0                        4.065097889806474
0.8                      12                       -13.55000000019718       4.08359311168818
0.8                      12.100000000000001       -27.1                    4.102801887985685
0.8                      12.200000000000001       -27.1                    4.103773188865136
0.8                      12.3                     -27.1                    4.104497669573817
0.8                      12.4                     -27.1                    4.105127625932271
0.8                      12.5                     -27.1                    4.105697223356333
0.8                      12.600000000000001       -27.1                    4.10622460125414
0.8                      12.700000000000001       -27.1                    4.10672033064992
0.8                      12.8                     -27.1                    4.1071910968249155
0.8                      12.9                     -27.1                    4.107641419721923
0.8                      13                       -27.1                    4.108079649588949
0.8                      13.100000000000001       -27.1                    4.108503462037718
0.8                      13.200000000000001       -27.1                    4.1089134871777535
0.8                      13.3                     -27.1                    4.109311044802086
0.8                      13.4                     -27.1                    4.109697443811324
0.8                      13.5                     -27.1                    4.110073808956378
0.8                      13.600000000000001       -27.1                    4.110441070749449
0.8                      13.700000000000001       -27.1                    4.1108000018944795
0.8                      13.8                     -27.1                    4.1111512484795245
0.8                      13.9                     -27.1                    4.1114953561714715
0.8                      14                       -27.1                    4.111832791528186
0.8                      14.100000000000001       -27.1                    4.112163958045079
0.8                      14.200000000000001       -27.1                    4.112489208284337
0.8                      14.3                     -27.1                    4.112808853117347
0.8                      14.4                     -27.1                    4.113123168860396
0.8                      14.5                     -27.1                    4.113432402891614
0.8                      14.600000000000001       -27.1                    4.1137367782447205
0.8                      14.700000000000001       -27.1                    4.11403649713766
0.8                      14.8                     -27.1                    4.114331743767801
0.8                      14.9                     -27.1                    4.114622686756736
0.8                      15                       -27.1                    4.114909481148895
0.8                      15.100000000000001       -27.1                    4.1151922701000965
0.8                      15.200000000000001       -27.1                    4.115471186261393
0.8                      15.3                     -27.1                    4.11574635299237
0.8                      15.4                     -27.1                    4.11601788537389
0.8                      15.5                     -27.1                    4.116285891077678
0.8                      15.600000000000001       -27.1                    4.116550471128975
0.8                      15.700000000000001       -27.1                    4.116811720554349
0.8                      15.8                     -27.1                    4.117069728954804
0.8                      15.9                     -27.1                    4.117324581001829
0.8                      16                       -27.1                    4.117576356881523
0.8                      16.1                     -27.1                    4.1178251326823165
0.8                      16.2                     -27.1                    4.118070980742914
0.8                      16.3                     -27.1                    4.118313969959982
0.8                      16.400000000000002       -27.1                    4.118554166049258
0.8                      16.5                     -27.1                    4.1187916317851565
0.8                      16.6                     -27.1                    4.119026427219398
0.8                      16.7                     -27.1                    4.11925860987551
0.8                      16.8                     -27.1                    4.119488234926404
0.8                      16.900000000000002       -27.1                    4.119715355661179
0.8                      17                       -27.1                    4.119940023874577
0.8                      17.1                     -27.1                    4.120162289414244
0.8                      17.2                     -27.1                    4.120382199707732
0.8                      17.3                     -27.1                    4.120599800478182
0.8                      17.400000000000002       -27.1                    4.120815135799403
0.8                      17.5                     -27.1                    4.121028247901434
0.8                      17.6                     -27.1                    4.121239177791794
0.8                      17.7                     -27.1                    4.121447964808745
0.8                      17.8                     -27.1                    4.121654647365979
0.8                      17.900000000000002       -27.1                    4.121859262165941
0.8                      18                       -27.1                    4.122061845131395
0.8                      18.1                     -27.1                    4.122262430810919
0.8                      18.2                     -27.1                    4.122461053028218
0.8                      18.3                     -27.1                    4.122657744278098
0.8                      18.400000000000002       -27.1                    4.122852536311774
0.8                      18.5                     -27.1                    4.123045460044748
0.8                      18.6                     -27.1                    4.12323654526713
0.8                      18.7                     -27.1                    4.123425821431608
0.8                      18.8                     -27.1                    4.123613316719669
0.8                      18.900000000000002       -27.1                    4.123799058885013
0.8                      19                       -27.1                    4.123983074981355
0.8                      19.1                     -27.1                    4.124165391121124
0.8                      19.200000000000003       -27.1                    4.124346033216727
0.8                      19.3                     -27.1                    4.124525026158198
0.8                      19.400000000000002       -27.1                    4.124702394415148
0.8                      19.5                     -27.1                    4.1248781619264445
0.8                      19.6                     -27.1                    4.12505235203023
0.8                      19.700000000000003       -27.1                    4.125224987439283
0.8                      19.8                     -27.1                    4.125396090682136
0.8                      19.900000000000002       -27.1                    4.1255656834251955
0.8                      20                       -27.1                    4.125733787051096
0.7                      0                        0                        3.9609044742062527
0.7                      0.1                      0                        3.9609044742062527
0.7                      0.2                      0                        3.9609044742062527
0.7                      0.30000000000000004      0                        3.9609044742062527
0.7                      0.4                      0                        3.9609044742062536
0.7                      0.5                      0                        3.9609044742062527
0.7                      0.6000000000000001       0                        3.9609044742062527
0.7                      0.7000000000000001       0                        3.9609044742062522
0.7                      0.8                      0                        3.9609044742062527
0.7                      0.9                      0                        3.9609044742062527
0.7                      1                        0                        3.9609044742062536
0.7                      1.1                      0                        3.9609044742062527
0.7                      1.2000000000000002       0                        3.9609044742062522
0.7                      1.3                      0                        3.9609044742062536
0.7                      1.4000000000000001       0                        3.9609044742062522
0.7                      1.5                      0                        3.9609044742062527
0.7                      1.6                      0                        3.9609044742062536
0.7                      1.7000000000000002       0                        3.9609044742062536
0.7                      1.8                      0                        3.9609044742062527
0.7                      1.9000000000000001       0                        3.9609044742062527
0.7                      2                        13.55                    3.9433724281151616
0.7                      2.1                      27.1                     3.9251250122383756
0.7                      2.2                      27.1                     3.9243294450787976
0.7                      2.3000000000000003       27.1                     3.923771424646293
0.7                      2.4000000000000004       27.1                     3.9233019991400724
0.7                      2.5                      27.1                     3.9228878819134088
0.7                      2.6                      27.1                     3.922511538403799
0.7                      2.7                      27.1                     3.9221628433130657
0.7                      2.8000000000000003       27.1                     3.9218354562826407
0.7                      2.9000000000000004       27.1                     3.921520138258488
0.7                      3                        27.1                     3.9212188167857334
0.7                      3.1                      27.1                     3.9209304051940754
0.7                      3.2                      27.1                     3.920653238664072
0.7                      3.3000000000000003       27.1                     3.920385785073349
0.7                      3.4000000000000004       27.1                     3.920126787392691
0.7                      3.5                      27.1                     3.9198752427747108
0.7                      3.6                      27.1                     3.9196303496062534
0.7                      3.7                      27.1                     3.9193914590427403
0.7                      3.8000000000000003       27.1                     3.9191580378202437
0.7                      3.9000000000000004       27.1                     3.918929641144472
0.7                      4                        27.1                     3.918705892981843
0.7                      4.1000000000000005       27.1                     3.9184864716168133
0.7                      4.2                      27.1                     3.918271098640342
0.7                      4.3                      27.1                     3.918059524350633
0.7                      4.4                      27.1                     3.9178515029088943
0.7                      4.5                      27.1                     3.9176468434254836
0.7                      4.6000000000000005       27.1                     3.917445379735116
0.7                      4.7                      27.1                     3.9172469633689015
0.7                      4.800000000000001        27.1                     3.917051459591811
0.7                      4.9                      27.1                     3.9168587468981237
0.7                      5                        27.1                     3.9166687118313046
0.7                      5.1000000000000005       27.1                     3.916481252488753
0.7                      5.2                      27.1                     3.9162962702732087
0.7                      5.300000000000001        27.1                     3.916113670849813
0.7                      5.4                      27.1                     3.915933338117151
0.7                      5.5                      27.1                     3.915755252726718
0.7                      5.6000000000000005       27.1                     3.9155793795899285
0.7                      5.7                      27.1                     3.915405654065093
0.7                      5.800000000000001        27.1                     3.91523401550952
0.7                      5.9                      27.1                     3.915064406817144
0.7                      6                        27.1                     3.9148967739123535
0.7                      6.1000000000000005       27.1                     3.9147310656889185
0.7                      6.2                      27.1                     3.9145672337058164
0.7                      6.300000000000001        27.1                     3.9144052318486215
0.7                      6.4                      27.1                     3.9142450164257876
0.7                      6.5                      27.1                     3.9140865455865397
0.7                      6.6000000000000005       27.1                     3.9139297795309425
0.7                      6.7                      27.1                     3.9137746802050404
0.7                      6.800000000000001        27.1                     3.9136212110857738
0.7                      6.9                      27.1                     3.9134693373342007
0.7                      7                        27.1                     3.9133190253944576
0.7                      7.1000000000000005       27.1                     3.9131702430379334
0.7                      7.2                      27.1                     3.913022959334973
0.7                      7.300000000000001        27.1                     3.912877144494493
0.7                      7.4                      27.1                     3.9127327697214684
0.7                      7.5                      27.1                     3.9125898073714898
0.7                      7.6000000000000005       27.1                     3.9124482306953032
0.7                      7.7                      27.1                     3.9123080137734467
0.7                      7.800000000000001        27.1                     3.912169131647951
0.7                      7.9                      27.1                     3.9120315601223647
0.7                      8                        27.1                     3.911895275766078
0.7                      8.1                      27.1                     3.911760255811011
0.7                      8.200000000000001        27.1                     3.911626478280404
0.7                      8.3                      27.1                     3.9114939218089004
0.7                      8.4                      27.1                     3.911362565567499
0.7                      8.5                      27.1                     3.9112323893930103
0.7                      8.6                      27.1                     3.9111033736769065
0.7                      8.700000000000001        27.1                     3.910975499352074
0.7                      8.8                      27.1                     3.9108487478224303
0.7                      8.9                      27.1                     3.910723100968497
0.7                      9                        27.1                     3.9105985412078597
0.7                      9.1                      27.1                     3.910475051393491
0.7                      9.200000000000001        27.1                     3.910352614727251
0.7                      9.3                      27.1                     3.910231214855285
0.7                      9.4                      27.1                     3.910110835866299
0.7                      9.5                      27.1                     3.909991462181128
0.7                      9.600000000000001        27.1                     3.9098730786214984
0.7                      9.700000000000001        27.1                     3.9097556703111005
0.7                      9.8                      27.1                     3.90963922271219
0.7                      9.9                      27.1                     3.9095237216470218
0.7                      10                       13.55                    3.925887338227332
0.7                      10.100000000000001       0                        3.9445250879698555
0.7                      10.200000000000001       0                        3.945196270243492
0.7                      10.3                     0                        3.945644241972044
0.7                      10.4                     0                        3.946007336845275
0.7                      10.5                     0                        3.9463169974334082
0.7                      10.600000000000001       0                        3.9465900525706554
0.7                      10.700000000000001       0                        3.9468363356852865
0.7                      10.8                     0                        3.947062058464016
0.7                      10.9                     0                        3.9472714048655195
0.7                      11                       0                        3.947471314966723
0.7                      11.100000000000001       0                        3.947660129556357
0.7                      11.200000000000001       0                        3.947838583185595
0.7                      11.3                     0                        3.9480079246341657
0.7                      11.4                     0                        3.948169345177204
0.7                      11.5                     0                        3.9483238474886515
0.7                      11.600000000000001       0                        3.9484722479513334
0.7                      11.700000000000001       0                        3.948615209958478
0.7                      11.8                     0                        3.94875327761255
0.7                      11.9                     0                        3.9488869028245537
0.7                      12                       -13.55000000019718       3.9663416323952436
0.7                      12.100000000000001       -27.1                    3.9846227889621146
0.7                      12.200000000000001       -27.1                    3.9855632332567597
0.7                      12.3                     -27.1                    3.9862649309516773
0.7                      12.4                     -27.1                    3.9868747510761575
0.7                      12.5                     -27.1                    3.9874257495198306
0.7                      12.600000000000001       -27.1                    3.987935524454838
0.7                      12.700000000000001       -27.1                    3.988414350920623
0.7                      12.8                     -27.1                    3.9888687918646806
0.7                      12.9                     -27.1                    3.9893033518667127
0.7                      13                       -27.1                    3.989726188991695
0.7                      13.100000000000001       -27.1                    3.990135168599278
0.7                      13.200000000000001       -27.1                    3.990530936325608
0.7                      13.3                     -27.1                    3.9909147594126653
0.7                      13.4                     -27.1                    3.9912878936823666
0.7                      13.5                     -27.1                    3.9916514188148726
0.7                      13.600000000000001       -27.1                    3.9920062290625546
0.7                      13.700000000000001       -27.1                    3.992353062723277
0.7                      13.8                     -27.1                    3.992692534777341
0.7                      13.9                     -27.1                    3.9930251639247394
0.7                      14                       -27.1                    3.9933513932405464
0.7                      14.100000000000001       -27.1                    3.9936716056298547
0.7                      14.200000000000001       -27.1                    3.9939861354555433
0.7                      14.3                     -27.1                    3.994295277382251
0.7                      14.4                     -27.1                    3.994599293201716
0.7                      14.5                     -27.1                    3.994898417224631
0.7                      14.600000000000001       -27.1                    3.9951928606854565
0.7                      14.700000000000001       -27.1                    3.9954828149856567
0.7                      14.8                     -27.1                    3.995768454462783
0.7                      14.9                     -27.1                    3.9960499387080035
0.7                      15                       -27.1                    3.996327414466557
0.7                      15.100000000000001       -27.1                    3.9966010172462614
0.7                      15.200000000000001       -27.1                    3.996870872640702
0.7                      15.3                     -27.1                    3.99713709028812
0.7                      15.4                     -27.1                    3.9973997218771604
0.7                      15.5                     -27.1                    3.9976588938258026
0.7                      15.600000000000001       -27.1                    3.997914714345859
0.7                      15.700000000000001       -27.1                    3.9981672754623476
0.7                      15.8                     -27.1                    3.9984166675097286
0.7                      15.9                     -27.1                    3.998662971844904
0.7                      16                       -27.1                    3.9989062665099557
0.7                      16.1                     -27.1                    3.999146623704
0.7                      16.2                     -27.1                    3.9993841126521668
0.7                      16.3                     -27.1                    3.9996187954166484
0.7                      16.400000000000002       -27.1                    3.9998507325997714
0.7                      16.5                     -27.1                    4.000079982084544
0.7                      16.6                     -27.1                    4.00030660082898
0.7                      16.7                     -27.1                    4.000530641866534
0.7                      16.8                     -27.1                    4.000752158516943
0.7                      16.900000000000002       -27.1                    4.000971200012413
0.7                      17                       -27.1                    4.00118781362107
0.7                      17.1                     -27.1                    4.00140204726752
0.7                      17.2                     -27.1                    4.001613946431582
0.7                      17.3                     -27.1                    4.001823552364701
0.7                      17.400000000000002       -27.1                    4.002030908307048
0.7                      17.5                     -27.1                    4.00223605359533
0.7                      17.6                     -27.1                    4.002439026808572
0.7                      17.7                     -27.1                    4.00263986509869
0.7                      17.8                     -27.1                    4.002838606684932
0.7                      17.900000000000002       -27.1                    4.003035307285305
0.7                      18                       -27.1                    4.003230005985675
0.7                      18.1                     -27.1                    4.00342273718316
0.7                      18.2                     -27.1                    4.003613534643252
0.7                      18.3                     -27.1                    4.003802430541756
0.7                      18.400000000000002       -27.1                    4.0039894570636365
0.7                      18.5                     -27.1                    4.00417464492871
0.7                      18.6                     -27.1                    4.004358024194208
0.7                      18.7                     -27.1                    4.004539624513439
0.7                      18.8                     -27.1                    4.004719474002953
0.7                      18.900000000000002       -27.1                    4.004897601015795
0.7                      19                       -27.1                    4.005074032684287
0.7                      19.1                     -27.1                    4.005248795433308
0.7                      19.200000000000003       -27.1                    4.005421915473535
0.7                      19.3                     -27.1                    4.005593418056591
0.7                      19.400000000000002       -27.1                    4.005763327769827
0.7                      19.5                     -27.1                    4.005931669139935
0.7                      19.6                     -27.1                    4.006098465742123
0.7                      19.700000000000003       -27.1                    4.006263740619675
0.7                      19.8                     -27.1                    4.006427516534554
0.7                      19.900000000000002       -27.1                    4.006589815771143
0.7                      20                       -27.1                    4.006750659689506
0.6                      0                        0                        3.847121405149234
0.6                      0.1                      0                        3.8471214051492346
0.6                      0.2                      0                        3.847121405149234
0.6                      0.30000000000000004      0                        3.8471214051492355
0.6                      0.4                      0                        3.8471214051492346
0.6                      0.5                      0                        3.847121405149234
0.6                      0.6000000000000001       0                        3.847121405149234
0.6                      0.7000000000000001       0                        3.8471214051492355
0.6                      0.8                      0                        3.847121405149234
0.6                      0.9                      0                        3.8471214051492333
0.6                      1                        0                        3.8471214051492355
0.6                      1.1                      0                        3.8471214051492346
0.6                      1.2000000000000002       0                        3.8471214051492346
0.6                      1.3                      0                        3.8471214051492346
0.6                      1.4000000000000001       0                        3.8471214051492346
0.6                      1.5                      0                        3.8471214051492333
0.6                      1.6                      0                        3.8471214051492346
0.6                      1.7000000000000002       0                        3.8471214051492346
0.6                      1.8                      0                        3.847121405149234
0.6                      1.9000000000000001       0                        3.847121405149234
0.6                      2                        13.55                    3.830105536973231
0.6                      2.1                      27.1                     3.812279536858715
0.6                      2.2                      27.1                     3.811478771498583
0.6                      2.3000000000000003       27.1                     3.810914710927774
0.6                      2.4000000000000004       27.1                     3.810439278317395
0.6                      2.5                      27.1                     3.8100192268907422
0.6                      2.6                      27.1                     3.809637002466373
0.6                      2.7                      27.1                     3.8092824488406682
0.6                      2.8000000000000003       27.1                     3.808949197251769
0.6                      2.9000000000000004       27.1                     3.808628032289597
0.6                      3                        27.1                     3.808320826733354
0.6                      3.1                      27.1                     3.808026470833131
0.6                      3.2                      27.1                     3.8077432882122744
0.6                      3.3000000000000003       27.1                     3.8074697398980266
0.6                      3.4000000000000004       27.1                     3.8072045645934796
0.6                      3.5                      27.1                     3.806946757049358
0.6                      3.6                      27.1                     3.8066955146660897
0.6                      3.7                      27.1                     3.8064501886639257
0.6                      3.8000000000000003       27.1                     3.8062102465915055
0.6                      3.9000000000000004       27.1                     3.8059752449666986
0.6                      4                        27.1                     3.8057448094359945
0.6                      4.1000000000000005       27.1                     3.8055186202313687
0.6                      4.2                      27.1                     3.805296401351373
0.6                      4.3                      27.1                     3.8050779123645517
0.6                      4.4                      27.1                     3.804862942077708
0.6                      4.5                      27.1                     3.8046513035993934
0.6                      4.6000000000000005       27.1                     3.804442830421291
0.6                      4.7                      27.1                     3.8042373732662544
0.6                      4.800000000000001        27.1                     3.8040347975531326
0.6                      4.9                      27.1                     3.8038349813117995
0.6                      5                        27.1                     3.8036378134628244
0.6                      5.1000000000000005       27.1                     3.80344319239757
0.6                      5.2                      27.1                     3.803251024782852
0.6                      5.300000000000001        27.1                     3.8030612245542335
0.6                      5.4                      27.1                     3.8028737120687386
0.6                      5.5                      27.1                     3.80268841338107
0.6                      5.6000000000000005       27.1                     3.802505259622467
0.6                      5.7                      27.1                     3.8023241864455968
0.6                      5.800000000000001        27.1                     3.8021451335663516
0.6                      5.9                      27.1                     3.801968044364656
0.6                      6                        27.1                     3.801792865535582
0.6                      6.1000000000000005       27.1                     3.801619546785037
0.6                      6.2                      27.1                     3.8014480405551963
0.6                      6.300000000000001        27.1                     3.8012783015924594
0.6                      6.4                      27.1                     3.801110286461348
0.6                      6.5                      27.1                     3.8009439542662538
0.6                      6.6000000000000005       27.1                     3.80077926555885
0.6                      6.7                      27.1                     3.8006161835123318
0.6                      6.800000000000001        27.1                     3.800454672469375
0.6                      6.9                      27.1                     3.8002946984202315
0.6                      7                        27.1                     3.80013622924084
0.6                      7.1000000000000005       27.1                     3.799979233340192
0.6                      7.2                      27.1                     3.799823681187806
0.6                      7.300000000000001        27.1                     3.799669544044412
0.6                      7.4                      27.1                     3.799516794252053
0.6                      7.5                      27.1                     3.7993654051984604
0.6                      7.6000000000000005       27.1                     3.7992153515580442
0.6                      7.7                      27.1                     3.7990666081797566
0.6                      7.800000000000001        27.1                     3.79891915139629
0.6                      7.9                      27.1                     3.7987729582542964
0.6                      8                        27.1                     3.7986280063264193
0.6                      8.1                      27.1                     3.7984842738843554
0.6                      8.200000000000001        27.1                     3.798341740123452
0.6                      8.3                      27.1                     3.7982003849059103
0.6                      8.4                      27.1                     3.798060188139873
0.6                      8.5                      27.1                     3.797921130844533
0.6                      8.6                      27.1                     3.797783194607885
0.6                      8.700000000000001        27.1                     3.7976463612131792
0.6                      8.8                      27.1                     3.797510613126346
0.6                      8.9                      27.1                     3.7973759331099504
0.6                      9                        27.1                     3.7972423046881025
0.6                      9.1                      27.1                     3.797109711730416
0.6                      9.200000000000001        27.1                     3.796978138090966
0.6                      9.3                      27.1                     3.796847568444175
0.6                      9.4                      27.1                     3.796717987907537
0.6                      9.5                      27.1                     3.796589381735839
0.6                      9.600000000000001        27.1                     3.796461735570186
0.6                      9.700000000000001        27.1                     3.796335035368502
0.6                      9.8                      27.1                     3.7962092674006467
0.6                      9.9                      27.1                     3.7960844184262132
0.6                      10                       13.55                    3.8120223010339322
0.6                      10.100000000000001       0                        3.8301836558232925
0.6                      10.200000000000001       0                        3.8308671291568195
0.6                      10.3                     0                        3.8313165139279293
0.6                      10.4                     0                        3.8316783608465173
0.6                      10.5                     0                        3.831985675002822
0.6                      10.600000000000001       0                        3.832255901161313
0.6                      10.700000000000001       0                        3.832499150027022
0.6                      10.8                     0                        3.832721769889922
0.6                      10.9                     0                        3.832928015781889
0.6                      11                       0                        3.8331248121236547
0.6                      11.100000000000001       0                        3.83331056526667
0.6                      11.200000000000001       0                        3.8334860359438974
0.6                      11.3                     0                        3.833652483066022
0.6                      11.4                     0                        3.833811101312754
0.6                      11.5                     0                        3.833962893489322
0.6                      11.600000000000001       0                        3.834108674249118
0.6                      11.700000000000001       0                        3.8342491041320725
0.6                      11.8                     0                        3.834384723731408
0.6                      11.9                     0                        3.8345159811101714
0.6                      12                       -13.55000000019718       3.8514704829966626
0.6                      12.100000000000001       -27.1                    3.869313048277926
0.6                      12.200000000000001       -27.1                    3.870254327268951
0.6                      12.3                     -27.1                    3.8709568185662255
0.6                      12.4                     -27.1                    3.8715678799487323
0.6                      12.5                     -27.1                    3.872120624898739
0.6                      12.600000000000001       -27.1                    3.8726326530988127
0.6                      12.700000000000001       -27.1                    3.873114223082269
0.6                      12.8                     -27.1                    3.8735718252482427
0.6                      12.9                     -27.1                    3.8740098496140916
0.6                      13                       -27.1                    3.87443634727481
0.6                      13.100000000000001       -27.1                    3.874849099425212
0.6                      13.200000000000001       -27.1                    3.8752487294733284
0.6                      13.3                     -27.1                    3.8756365177702654
0.6                      13.4                     -27.1                    3.8760137285800336
0.6                      13.5                     -27.1                    3.876381445763526
0.6                      13.600000000000001       -27.1                    3.876740564671252
0.6                      13.700000000000001       -27.1                    3.877091822717403
0.6                      13.8                     -27.1                    3.8774358327877043
0.6                      13.9                     -27.1                    3.8777731107649016
0.6                      14                       -27.1                    3.8781040965004525
0.6                      14.100000000000001       -27.1                    3.878429169477847
0.6                      14.200000000000001       -27.1                    3.8787486605767243
0.6                      14.3                     -27.1                    3.8790628610084363
0.6                      14.4                     -27.1                    3.879372029200952
0.6                      14.5                     -27.1                    3.8796763962347183
0.6                      14.600000000000001       -27.1                    3.8799761702525113
0.6                      14.700000000000001       -27.1                    3.8802715396981764
0.6                      14.8                     -27.1                    3.8805626761130307
0.6                      14.9                     -27.1                    3.8808497364409527
0.6                      15                       -27.1                    3.8811328649289867
0.6                      15.100000000000001       -27.1                    3.881412194720828
0.6                      15.200000000000001       -27.1                    3.8816878491791127
0.6                      15.3                     -27.1                    3.8819599430119225
0.6                      15.4                     -27.1                    3.8822285832307726
0.6                      15.5                     -27.1                    3.882493869971882
0.6                      15.600000000000001       -27.1                    3.8827558971140292
0.6                      15.700000000000001       -27.1                    3.883014752169384
0.6                      15.8                     -27.1                    3.8832705174358413
